Магазин,Координаты,Время покупки,Категории,Бренды,Номер карточки,Количество товаров,Стоимость покупок
Перекрёсток,"(59.9334335,30.32868)",2023-01-18 21:37:37.432476,"{'Йогурт', 'Батарейки', 'Мыло', 'Сметана', 'Овощи', 'Мясо', 'Косметика и уход', 'Молочные продукты', 'Бакалея', 'Сосиски', 'Соусы и специи', 'Майонез', 'Крупы', 'Газировка', 'Вода', 'Средство для мытья посуды', 'Напитки', 'Полуфабрикаты', 'Консервы'}","{'Пепси', 'Активиа', 'Dove', 'КампоМос', 'Fairy', 'Свой урожай', 'Останкино', 'Energizer', 'Микоян', 'Вкуснотеево', 'Шишкин лес', 'Элика', 'Чумак', 'Coca-Cola', 'Calve', 'Head & Shoulders', 'Шебекинские', 'Рузком', 'Простоквашино', 'Селяночка'}",2200 3829 6820 3919,20,2602
Ароматный мир,"(59.9079243,30.3122721)",2023-11-25 13:53:54.618104,"{'Ликер', 'Вермуты', 'Вино', 'Текила', 'Ром', 'Пиво'}","{'Stella Artois', ""Sheridan's"", 'Espolon', 'Heineken', 'Шато Тамань', 'Havana Club', 'Carpano'}",4276 6849 8673 3840,7,6950
Пивточка,"(59.9114816,30.3083315)",2023-12-05 16:26:47.126384,"{'Бренди', 'Портвейн', 'Вермуты', 'Текила', 'Шампанское', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Moet & Chandon', 'Zacapa', 'Magners', 'Don Julio', 'Stella Artois', 'Chivas Regal', 'Jameson', 'Ararat', 'Heineken', 'Martini Rosso', 'Amstel', ""Graham's""}",4277 8333 2859 3332,12,19670
Двадцать восьмой,"(59.9153217,30.3413105)",2023-06-25 21:14:01.218306,"{'Философия', 'Фантастика', 'Поэзия', 'Научная фантастика', 'Научпоп', 'Детская литература', 'Психология', 'Классика', 'Исторический роман', 'Фэнтези', 'Юмор', 'Детектив'}","{'Вудхаус', 'Бродский', 'Бажов', 'Хокинг', 'Мартин', 'Роулинг', 'Фоллетт', 'Шопенгауэр', 'Хмелевская', 'Тургенев', 'Фромм', 'Саймак', 'Зощенко', 'Кларк'}",4272 5498 9179 1430,16,5520
Лэндком,"(59.9132388,30.3163076)",2023-06-22 13:45:05.198749,"{'Наушники', 'Планшет', 'Игровая консоль', 'Колонки', 'Мышь', 'Микрофон', 'Внешний жесткий диск', 'Умная колонка', 'Электронная книга', 'Смартфон', 'Ноутбук'}","{'Bose', 'Shure', 'MSI', 'HP', 'OnePlus', 'SteelSeries', 'Audio-Technica', 'Sony', 'JBL', 'Lenovo', 'Apple', 'Barnes & Noble', 'Samsung', 'Google'}",4279 7322 3628 9894,15,333200
Красное&Белое,"(59.9123319,30.3005945)",2023-12-05 15:50:31.051807,"{'Джин', 'Коньяк', 'Эль', 'Текила', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Кизлярский', 'Абсолют', 'Финляндия', 'Old Speckled Hen', 'Guinness', 'Heineken', 'Jose Cuervo', 'Somersby', 'Havana Club', 'Балтика 7', 'Beefeater'}",2202 1998 2018 5896,11,7710
Магнит,"(59.9279292,30.3464564)",2024-05-14 16:40:58.560606,"{'Корма для животных', 'Колбасные изделия', 'Печенье', 'Собачий корм'}","{'Юбилейное', 'Pedigree', 'Черкизово'}",2206 4014 5117 7386,5,1060
Хмель Солод,"(59.9016757,30.3109793)",2023-03-30 09:43:07.540186,"{'Ликер', 'Бренди', 'Джин', 'Эль', 'Вино', 'Ром', 'Водка', 'Сидр'}","{""Hendrick's"", 'Zacapa', 'Абрау-Дюрсо', 'Torres', 'Царская', 'Old Speckled Hen', ""Gordon's"", 'Ararat', 'Инкерман', 'Sailor Jerry', 'Apple Fox', 'Bass Pale Ale', 'Kahlua'}",4276 6659 5583 8374,15,16760
Винлаб,"(59.9284135,30.3045952)",2024-03-08 12:15:25.769809,"{'Ликер', 'Портвейн', 'Джин', 'Вермуты', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Виски'}","{""Hendrick's"", 'Moet & Chandon', 'Zacapa', 'Белуга', 'Veuve Clicquot', 'Patron', 'Bombay Sapphire', ""Jack Daniel's"", 'Cinzano Bianco', 'Chivas Regal', 'Noilly Prat', 'Strongbow', 'Jose Cuervo', 'Johnnie Walker', 'Malibu', 'Массандра', 'Kahlua', 'Fonseca'}",2206 5378 4104 2488,20,36500
Красное&Белое,"(59.928604,30.3045482)",2023-10-03 12:56:39.146454,"{'Бренди', 'Портвейн', 'Джин', 'Коньяк', 'Текила', 'Шампанское', 'Ром', 'Водка'}","{'Кизлярский', 'Sandeman', 'Абсолют', ""Dow's"", 'Don Julio', 'Bombay Sapphire', 'Русский Стандарт', 'Bacardi', 'Vecchia Romagna', 'Martini Asti', 'Remy Martin'}",4279 2682 5685 6950,12,19800
Пиво и раки,"(59.9080573,30.3463201)",2023-11-20 10:02:14.919411,"{'Портвейн', 'Джин', 'Вермуты', 'Эль', 'Шампанское', 'Водка', 'Пиво', 'Виски'}","{'Veuve Clicquot', 'Bosca', 'Финляндия', 'Bombay Sapphire', 'Guinness', ""Cockburn's"", 'Martini Rosso', 'The Macallan', 'Kilkenny', 'Beefeater'}",5469 3367 1901 1575,12,14460
Не указано,"(59.9406054,30.314585)",2024-06-22 18:00:40.661225,"{'Философия', 'Современная проза', 'Бизнес-литература', 'Фантастика', 'Поэзия', 'Научная фантастика', 'Классика', 'Исторический роман', 'Юмор', 'Детектив'}","{'Бродский', 'Чейз', 'Сартр', 'Достоевский', 'Платон', 'Гарднер', 'Манфреди', 'Лао-цзы', 'Грин', 'Кларк', 'Гашек', 'Сорокин', 'Лесков', 'Лем', 'Дюма', 'Кант', 'Пикуля'}",5469 5859 8149 3543,19,7090
РосАл,"(59.9132772,30.2977644)",2024-07-08 20:40:37.030400,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Коньяк', 'Эль', 'Вино', 'Шампанское', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Белуга', 'Baileys', 'Metaxa', 'Martini Asti', 'Bosca', 'Bombay Sapphire', 'Courvoisier', 'Leffe', 'Финляндия', 'Guinness', 'Chivas Regal', 'Инкерман', 'Somersby', ""Graham's"", 'Винодельня Фанагория', 'Балтика 7', 'Bass Pale Ale', 'Fonseca'}",4277 5286 4549 3501,22,20710
Старая книга на Рижском,"(59.9137338,30.2862303)",2023-01-14 21:26:59.053802,"{'Философия', 'Поэзия', 'Научная фантастика', 'Детская литература', 'Классика', 'Фэнтези', 'Эзотерика'}","{'Чуковский', 'Достоевский', 'Платон', 'Лао-цзы', 'Ахматова', 'Шопенгауэр', 'Эриксон', 'Успенский', 'Лем'}",4272 2367 7968 5203,9,3240
Красное&Белое,"(59.9192568,30.2903846)",2024-05-17 13:25:10.568886,"{'Ликер', 'Бренди', 'Портвейн', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Шампанское', 'Пиво', 'Виски'}","{'Veuve Clicquot', 'Remy Martin', 'Абрау-Дюрсо', 'Don Julio', ""Dow's"", 'Cinzano Bianco', 'Torres', ""Sheridan's"", 'Guinness', ""Fuller's"", 'Jameson', 'Espolon', 'Kilkenny', 'Pliska', 'Martini Asti', 'Жигулевское'}",2202 7701 8873 8764,17,25920
Book café,"(59.9408542,30.3248955)",2024-01-11 18:16:14.792518,"{'Философия', 'Современная проза', 'Бизнес-литература', 'Фантастика', 'Научпоп', 'Детская литература', 'Психология', 'Исторический роман', 'Фэнтези'}","{'Бажов', 'Браун', 'Глуховский', 'Фоллетт', 'Грин', 'Льюис', 'Сорокин', 'Фромм', 'Пиаже', 'Ницше', 'Кант', 'Кларк'}",2204 7064 1726 2956,14,5230
Красное&Белое,"(59.9270529,30.3306546)",2024-03-14 21:26:51.030135,"{'Бренди', 'Коньяк', 'Эль', 'Текила', 'Сидр', 'Виски'}","{'Patron', ""Jack Daniel's"", 'Old Speckled Hen', 'Olmeca', 'Hennessy', 'Strongbow', 'Ararat', 'Bass Pale Ale', 'Remy Martin'}",2204 8274 5338 7003,9,17170
РеалЪ,"(59.9178996,30.2893587)",2024-01-14 22:13:33.109355,"{'Косметика и уход', 'Кофе и чай', 'Бытовая химия', 'Корма для животных', 'Сыр', 'Лапша быстрого приготовления', 'Водка', 'Майонез'}","{'Colgate', 'Белуга', 'Ahmad', 'Calve', 'Hochland', 'Роллтон', 'Мистер Мускул', 'Whiskas'}",5443 2639 9698 6641,8,1965
Eurospar,"(59.9285866,30.3464644)",2023-10-27 11:48:21.608170,"{'Минеральная вода', 'Молочные продукты', 'Кондитерские изделия', 'Батарейки', 'Зубная паста'}","{'Наполеон', 'Colgate', 'Боржоми', 'Energizer', 'Простоквашино'}",2204 4933 9850 3002,5,654
РосАл,"(59.9117196,30.3100437)",2023-04-11 09:05:25.365858,"{'Портвейн', 'Джин', 'Эль', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Абрау-Дюрсо', ""Dow's"", 'Stella Artois', 'Guinness', 'Jameson', 'Русский Стандарт', 'Strongbow', ""Fuller's"", 'Captain Morgan', 'Somersby', 'Jose Cuervo', 'The Macallan', 'Kilkenny', 'Martini Asti', 'Beefeater', 'Hoegaarden'}",5469 3011 4673 6047,17,13370
Ароматный мир,"(59.9030668,30.3115073)",2023-10-13 18:48:27.597883,"{'Джин', 'Вермуты', 'Текила', 'Ром', 'Водка', 'Сидр', 'Виски'}","{'Белуга', 'Абсолют', 'Don Julio', 'Bombay Sapphire', 'Cinzano Bianco', 'The Macallan', 'Apple Fox', 'Captain Morgan'}",4272 3535 2102 1549,8,13090
Верный,"(59.9234972,30.3501659)",2023-08-01 13:05:46.314213,"{'Кофе и чай', 'Бакалея', 'Напитки', 'Хлебобулочные', 'Мясо', 'Овощи'}","{'Ahmad', 'Каравай', 'Булочный Завод', 'Добрый', 'Фермер', 'Мираторг', 'Олейна'}",2206 9129 6033 9965,7,857
Не указано,"(59.9067694,30.298571)",2023-02-11 16:43:11.015562,"{'Планшет', 'Принтер', 'Монитор', 'Игровая консоль', 'Фотоаппарат', 'Клавиатура', 'Часы', 'Внешний жесткий диск', 'Умная колонка', 'Материнская плата', 'Телевизор', 'Смартфон', 'Ноутбук'}","{'Seagate', 'MSI', 'HP', 'Canon', 'Epson', 'SteelSeries', 'Sony', 'Amazon', 'WD', 'Apple', 'Lenovo', 'Gigabyte', 'LG', 'Samsung', 'Fitbit'}",2204 7378 5240 4465,23,597800
Ароматный мир,"(59.9029844,30.3235495)",2024-04-04 10:27:55.863410,"{'Бренди', 'Вермуты', 'Коньяк', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Виски'}","{'Veuve Clicquot', 'Magners', 'Metaxa', 'Bosca', 'Абрау-Дюрсо', 'Torres', 'Olmeca', 'Hennessy', 'Русский Стандарт', 'Ararat', 'Somersby', 'Vecchia Romagna', 'Johnnie Walker', 'Jose Cuervo', 'Martini Rosso', 'Captain Morgan'}",4277 8199 2070 6126,17,26390
Leols,"(59.8988541,30.3115515)",2024-05-07 15:11:10.835753,"{'Портвейн', 'Джин', 'Вермуты', 'Текила', 'Шампанское', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Moet & Chandon', 'Leffe', 'Carlsberg', 'Cinzano Bianco', 'Stella Artois', 'Jameson', ""Cockburn's"", 'Strongbow', 'Bacardi', 'Jose Cuervo', 'Балтика 7', 'Apple Fox', 'Tanqueray'}",2200 1517 6179 9705,14,11690
РусАлка,"(59.9100432,30.2887745)",2024-04-24 17:51:30.903738,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Вино', 'Текила', 'Шампанское', 'Пиво', 'Виски'}","{'Baileys', 'Sandeman', 'Bosca', 'Bombay Sapphire', 'Stella Artois', ""Sheridan's"", 'Guinness', 'Noilly Prat', 'Ararat', 'Jose Cuervo', 'Johnnie Walker', 'The Macallan', 'Carpano', 'Винодельня Фанагория', 'Beefeater', 'Жигулевское'}",4279 9701 8484 2138,17,21060
Пятёрочка,"(59.9223285,30.2811288)",2023-11-25 17:55:36.465275,"{'Косметика и уход', 'Детские товары', 'Корма для животных', 'Газировка', 'Молочные продукты', 'Моющее средство', 'Замороженные овощи'}","{'Persil', 'Pampers', 'Добрый', 'Домик в деревне', 'Dove', 'Pedigree', 'Hortex'}",2200 4048 2538 8227,7,1918
Ароматный мир,"(59.9317256,30.2942401)",2024-07-03 13:21:41.877699,"{'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Вино', 'Шампанское', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{""Hendrick's"", 'Белуга', 'Bosca', 'Абрау-Дюрсо', 'Campari', ""Gordon's"", ""Cockburn's"", 'Strongbow', 'Somersby', 'The Macallan', 'Amstel', 'Apple Fox', 'Tanqueray', 'Beefeater', 'Courvoisier'}",4279 2094 6500 8486,19,22890
Leols,"(59.8988541,30.3115515)",2023-07-18 20:51:03.653035,"{'Ликер', 'Портвейн', 'Коньяк', 'Вино', 'Текила', 'Ром', 'Водка', 'Пиво'}","{'Baileys', 'Кизлярский', ""Dow's"", 'Don Julio', 'Финляндия', 'Stella Artois', 'Bacardi', 'Heineken', 'Винодельня Фанагория', 'Массандра', 'Remy Martin'}",2204 8406 6893 8677,12,15500
Просвещение,"(59.9154223,30.2785616)",2023-01-21 20:57:51.844826,"{'Фантастика', 'Детская литература', 'Психология', 'Классика', 'Приключения', 'Исторический роман', 'Фэнтези', 'Эзотерика', 'Детектив'}","{'Юнг', 'Толстой А.', 'Роулинг', 'Хайнлайн', 'Адлер', 'Хмелевская', 'Воннегут', 'Льюис', 'Бунин', 'Рам Дас', 'Сапковский', 'Лондон', 'Маршак'}",4276 3010 3406 1316,13,5210
DNS,"(59.9222414,30.3353575)",2024-03-10 13:27:57.411273,"{'Игровая консоль', 'Фотоаппарат', 'Часы', 'Умная колонка', 'Материнская плата'}","{'ASUS', 'Amazon', 'Sony', 'Apple', 'Olympus'}",2200 1479 1509 3607,6,153000
Не указано,"(59.9262328,30.3193144)",2024-07-21 13:54:20.299461,"{'Наушники', 'Роутер', 'Монитор', 'Планшет', 'Колонки', 'Жесткий диск', 'Клавиатура', 'Микрофон', 'Умная колонка', 'Электронная книга', 'Материнская плата', 'Телевизор', 'Смартфон', 'Ноутбук'}","{'Seagate', 'Blue Yeti', 'PocketBook', 'Bose', 'MSI', 'SteelSeries', 'ASUS', 'Sony', 'Apple', 'Dell', 'LG', 'Samsung', 'Sennheiser', 'TP-Link', 'Google'}",2200 1815 9877 5760,22,480900
Красное&Белое,"(59.9207269,30.2825262)",2024-08-20 21:42:10.388279,"{'Ликер', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Водка', 'Пиво', 'Виски'}","{'Cinzano Bianco', 'Царская', ""Jack Daniel's"", 'Guinness', ""Fuller's"", 'Русский Стандарт', 'Amstel', 'Martini Rosso', 'Kilkenny', 'Beefeater', 'Kahlua', 'Арарат'}",2200 3037 5845 5476,13,9890
Zhukov Store,"(59.9102636,30.3469941)",2024-03-03 09:37:22.938675,"{'Наушники', 'Монитор', 'Процессор', 'Проектор', 'Игровая консоль', 'Колонки', 'Флешка', 'Ноутбук', 'Смартфон', 'Видеокарта', 'Сканер'}","{'Transcend', 'Nvidia', 'SanDisk', 'Canon', 'Epson', 'Sony', 'BenQ', 'Dell', 'ADATA', 'AMD', 'Samsung', 'Sennheiser', 'JBL'}",2206 6921 7872 8832,16,289000
